event_id,user_email,session_id,event_type,event_timestamp,page_url,user_agent,metadata
23,fernanda.fernandes@exemplo.com,70048bda-6d37-4fc4-a82e-5b380ee45c07,signup,2024-04-17 02:16:42,/search,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/help"", ""duration"": 237, ""referrer"": ""direct""}"
24,gustavo.moreira@exemplo.com,46da70f6-a061-4e31-9a0f-3554e9e7d2af,logout,2023-08-01 23:16:26,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/profile"", ""duration"": 245, ""referrer"": ""google.com""}"
25,juliana.souza@exemplo.com,0794576b-0554-4473-b23e-a2a05863b184,purchase,2023-09-11 09:21:39,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/home"", ""duration"": 388, ""referrer"": ""google.com""}"
26,victor.costa@exemplo.com,cae59511-5d60-4ed1-8a67-0bec88bb7c3d,click,2023-11-21 13:08:57,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/product/P001"", ""duration"": 225, ""referrer"": ""instagram.com""}"
27,patricia.cardoso@exemplo.com,3f2a2a32-c88b-47c6-8f9f-3f8ee3a9007f,purchase,2023-04-03 02:57:33,/help,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/checkout"", ""duration"": 507, ""referrer"": ""instagram.com""}"
28,juliana.martins@exemplo.com,cf4fe1c1-f85f-4a45-b122-c1249dc40caf,click,2023-11-25 00:50:24,/product/P001,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/search"", ""duration"": 226, ""referrer"": ""direct""}"
29,samuel.pereira@exemplo.com,64ae42f7-8b1a-488e-b32b-e9658f8bd6aa,logout,2023-11-27 12:06:02,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/search"", ""duration"": 337, ""referrer"": ""direct""}"
30,renata.rocha@exemplo.com,bef4ba6d-f526-444c-8998-cc35e1bace98,purchase,2024-04-02 18:45:20,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/profile"", ""duration"": 135, ""referrer"": ""google.com""}"
31,mariana.rocha@exemplo.com,f2d69e86-8f9e-46bd-9805-cd40fe16c4b1,click,2023-04-08 07:34:24,/checkout,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/product/P001"", ""duration"": 545, ""referrer"": ""google.com""}"
32,juliana.martins@exemplo.com,f20003fe-c709-4795-939d-1a10fcbc86a2,signup,2023-12-23 16:23:41,/checkout,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/product/P001"", ""duration"": 230, ""referrer"": ""facebook.com""}"
33,tatiana.moreira@exemplo.com,107ac9e6-3061-4290-8bfd-318e091a1625,signup,2024-02-01 06:22:36,/search,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/checkout"", ""duration"": 333, ""referrer"": ""instagram.com""}"
34,gustavo.cardoso@exemplo.com,eaf624bb-56c1-4b42-bfbc-d5e9a52ff8ae,purchase,2023-09-01 18:41:53,/search,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/help"", ""duration"": 246, ""referrer"": ""facebook.com""}"
35,mariana.rocha@exemplo.com,b1a03fe0-3e10-4104-be40-cae3351b3740,signup,2023-12-28 05:08:05,/home,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/help"", ""duration"": 432, ""referrer"": ""direct""}"
36,ana.barbosa@exemplo.com,fe99fbb9-38ac-4adb-b758-97454626cdc3,purchase,2023-02-22 06:27:01,/home,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/product/P001"", ""duration"": 586, ""referrer"": ""google.com""}"
37,fernanda.ribeiro@exemplo.com,1b88439c-a2fc-433a-9cd5-f0ac01e4c53d,purchase,2023-06-22 21:52:56,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/profile"", ""duration"": 82, ""referrer"": ""google.com""}"
38,mariana.cardoso@exemplo.com,298d4d83-30a7-41c3-95d3-ad0fa7e0d505,view,2023-01-13 19:19:42,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/product/P001"", ""duration"": 459, ""referrer"": ""instagram.com""}"
39,otavio.silva@exemplo.com,14b1aade-8162-4156-9287-71fe10dd882f,signup,2023-03-25 05:11:08,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/search"", ""duration"": 513, ""referrer"": ""facebook.com""}"
40,eduardo.silva@exemplo.com,9280e3f6-d099-4580-8dff-698da0e95f08,signup,2023-10-21 23:36:11,/checkout,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/profile"", ""duration"": 397, ""referrer"": ""facebook.com""}"
41,eduardo.araújo@exemplo.com,47576aae-6207-4efe-a8a5-2462aa0c8f00,click,2023-10-09 07:49:44,/profile,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/home"", ""duration"": 70, ""referrer"": ""instagram.com""}"
42,diego.almeida@exemplo.com,d84bd670-3e66-47d6-abe2-3110b5086f06,purchase,2023-01-15 11:45:06,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/product/P001"", ""duration"": 370, ""referrer"": ""google.com""}"
43,mariana.souza@exemplo.com,c0c47edc-294f-4029-b899-6041a5ebc28b,purchase,2023-05-19 11:53:44,/checkout,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/search"", ""duration"": 533, ""referrer"": ""google.com""}"
44,diego.almeida@exemplo.com,5c9c6cb8-ebc5-44c3-bfef-8ed58e9efb40,purchase,2023-04-08 20:36:12,/home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/home"", ""duration"": 154, ""referrer"": ""direct""}"
45,otavio.barbosa@exemplo.com,46b5b4b7-ac69-453a-8d24-ec9cab4868af,click,2023-04-01 16:54:43,/profile,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/checkout"", ""duration"": 425, ""referrer"": ""facebook.com""}"
46,mariana.rocha@exemplo.com,c0928c1a-a96a-4501-b96f-2aaf4616ae23,view,2024-03-14 03:33:40,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/product/P001"", ""duration"": 162, ""referrer"": ""facebook.com""}"
47,gustavo.cardoso@exemplo.com,2f23c354-6605-42e3-8290-fa1464af74bf,purchase,2023-12-26 21:29:13,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/help"", ""duration"": 160, ""referrer"": ""google.com""}"
48,samuel.araújo@exemplo.com,ad6b75dd-794b-46f5-9fb4-4615e190855b,click,2023-09-17 16:59:22,/product/P001,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/search"", ""duration"": 131, ""referrer"": ""facebook.com""}"
49,diego.oliveira@exemplo.com,f2fc7eff-e719-4401-b75c-df261709c98e,click,2023-05-17 03:23:06,/checkout,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/home"", ""duration"": 236, ""referrer"": ""google.com""}"
50,tatiana.araújo@exemplo.com,b062be96-b392-4da8-b224-62c19cb35c98,click,2024-02-27 08:37:32,/search,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/checkout"", ""duration"": 590, ""referrer"": ""direct""}"
51,renata.mendes@exemplo.com,bf64d716-190a-4137-a9b4-363fe80b8def,purchase,2023-08-23 12:24:53,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/home"", ""duration"": 459, ""referrer"": ""google.com""}"
52,tatiana.moreira@exemplo.com,f306c3f9-c496-4a3b-a366-d2a074d7bfb9,click,2023-07-19 02:57:45,/profile,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/checkout"", ""duration"": 320, ""referrer"": ""direct""}"
53,bruno.freitas@exemplo.com,b5ab89f9-b256-48a8-a0b4-0b901ecf3bff,purchase,2024-04-10 06:44:36,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/checkout"", ""duration"": 311, ""referrer"": ""google.com""}"
54,ana.silva@exemplo.com,f38ea978-85cc-45dd-b184-29e411a71021,click,2023-05-05 17:57:47,/profile,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/home"", ""duration"": 364, ""referrer"": ""instagram.com""}"
55,samuel.araújo@exemplo.com,1ceb23d5-878b-42fb-aede-5f09abc5593c,purchase,2023-07-31 23:58:03,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/checkout"", ""duration"": 287, ""referrer"": ""direct""}"
56,ana.rocha@exemplo.com,220e1e53-9a1e-414c-9636-28c5aac25c09,logout,2023-05-22 01:45:21,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/profile"", ""duration"": 398, ""referrer"": ""instagram.com""}"
57,eduardo.mendes@exemplo.com,b81651c5-1dd7-458d-851c-923670e48d99,signup,2023-08-23 00:58:31,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/profile"", ""duration"": 458, ""referrer"": ""facebook.com""}"
58,igor.mendes@exemplo.com,b0aad459-eb32-421a-8ea6-944a2106688c,click,2023-03-15 04:43:48,/search,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/help"", ""duration"": 208, ""referrer"": ""direct""}"
59,mariana.rocha@exemplo.com,6ee4b056-ed7b-4a73-a9d5-9e9b49eae8d8,signup,2024-02-18 19:41:34,/profile,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/home"", ""duration"": 206, ""referrer"": ""instagram.com""}"
60,igor.mendes@exemplo.com,548ea603-17c2-45d9-8312-fa6498aef3e8,logout,2023-08-03 23:57:56,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/search"", ""duration"": 245, ""referrer"": ""google.com""}"
61,renata.silva@exemplo.com,b6ebddd7-c2e9-488d-bc13-b1412ddbaa38,logout,2024-02-13 05:46:28,/checkout,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/checkout"", ""duration"": 296, ""referrer"": ""google.com""}"
62,renata.silva@exemplo.com,603a4256-adf3-45cb-be9c-b68981d89b0c,click,2023-08-15 22:43:52,/search,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/profile"", ""duration"": 249, ""referrer"": ""facebook.com""}"
63,natalia.oliveira@exemplo.com,62be0b2a-373a-4f93-a2b9-dd3bba36697d,view,2023-05-08 10:48:21,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/search"", ""duration"": 431, ""referrer"": ""facebook.com""}"
64,victor.fernandes@exemplo.com,64836fcf-39cc-4f30-91a1-808cbd4505e3,signup,2024-02-22 16:38:10,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/search"", ""duration"": 123, ""referrer"": ""facebook.com""}"
65,mariana.lima@exemplo.com,9d779503-72b8-4804-a7c6-d603d93d2901,purchase,2023-09-10 18:49:08,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/home"", ""duration"": 158, ""referrer"": ""direct""}"
66,tatiana.dias@exemplo.com,0060d084-39fd-4078-8412-54499f757b4c,purchase,2024-03-16 07:42:01,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/search"", ""duration"": 156, ""referrer"": ""direct""}"
67,samuel.pereira@exemplo.com,9d60860f-7761-410f-a876-684dd9c38806,click,2023-12-13 18:44:18,/profile,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/checkout"", ""duration"": 375, ""referrer"": ""direct""}"
68,renata.lima@exemplo.com,b451a2dd-f690-47ff-a636-f0a604ec6ec0,view,2023-05-26 06:18:48,/product/P001,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/home"", ""duration"": 98, ""referrer"": ""google.com""}"
69,gustavo.barbosa@exemplo.com,3e02cb1b-f90a-48fc-a951-6f6a8ce963ce,signup,2023-06-09 17:39:41,/checkout,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/search"", ""duration"": 295, ""referrer"": ""instagram.com""}"
70,igor.ribeiro@exemplo.com,04899f27-b29f-43ae-80e6-078e32de686b,purchase,2024-01-22 12:54:24,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/profile"", ""duration"": 504, ""referrer"": ""direct""}"
71,victor.oliveira@exemplo.com,fe2aec2e-f108-4db5-a7ac-f0a5b122b620,view,2023-05-15 02:30:06,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/profile"", ""duration"": 152, ""referrer"": ""instagram.com""}"
72,fernanda.freitas@exemplo.com,20c005c6-201e-4320-b8e2-4b045ea921a8,purchase,2023-01-09 16:50:02,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/checkout"", ""duration"": 361, ""referrer"": ""instagram.com""}"
73,eduardo.silva@exemplo.com,916aa9d3-cc19-4d0d-a7dc-97e9abebac41,click,2023-09-09 11:24:55,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/help"", ""duration"": 159, ""referrer"": ""facebook.com""}"
74,quintino.moreira@exemplo.com,9d1bd6ba-b7e7-494a-9034-c64dd30980f9,signup,2024-03-31 14:27:50,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/product/P001"", ""duration"": 62, ""referrer"": ""google.com""}"
75,eduardo.costa@exemplo.com,d5603c9c-9503-4ce9-bbd4-22b9060241b4,logout,2023-05-20 02:18:02,/help,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/product/P001"", ""duration"": 55, ""referrer"": ""google.com""}"
76,eduardo.freitas@exemplo.com,7ad9c529-c07c-419a-ba14-57227008c9df,purchase,2023-10-28 02:38:55,/profile,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/home"", ""duration"": 293, ""referrer"": ""direct""}"
77,otavio.cardoso@exemplo.com,2c179c41-88ea-4593-88b5-99dccd52179d,click,2024-02-01 10:35:21,/search,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/product/P001"", ""duration"": 379, ""referrer"": ""facebook.com""}"
78,carla.oliveira@exemplo.com,3b25d979-b143-4839-9bbb-6a2b34e991c3,signup,2023-01-11 11:19:13,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/profile"", ""duration"": 524, ""referrer"": ""google.com""}"
79,mariana.lima@exemplo.com,9293300d-70c1-4963-b13a-8cece8f630d3,signup,2023-08-20 00:39:01,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/product/P001"", ""duration"": 567, ""referrer"": ""direct""}"
80,mariana.cardoso@exemplo.com,37834807-a4d1-4ce9-8ce5-2e49d900ded1,click,2023-07-02 18:46:41,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/product/P001"", ""duration"": 279, ""referrer"": ""instagram.com""}"
81,victor.cardoso@exemplo.com,65de1b26-1edb-4436-9332-c3fb26865279,logout,2023-09-09 19:24:44,/checkout,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/home"", ""duration"": 261, ""referrer"": ""direct""}"
82,carla.almeida@exemplo.com,a096bb3f-4511-42c4-9f0c-057ae4afef95,signup,2023-07-15 20:01:17,/checkout,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/checkout"", ""duration"": 18, ""referrer"": ""instagram.com""}"
83,quintino.souza@exemplo.com,f6aa962d-7786-4b35-b768-f277fa2710f7,purchase,2023-03-18 00:50:14,/product/P001,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/help"", ""duration"": 234, ""referrer"": ""google.com""}"
84,tatiana.mendes@exemplo.com,3227ba0f-26f4-4e14-8cd2-256ec267eb8f,purchase,2023-01-11 03:21:08,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/product/P001"", ""duration"": 541, ""referrer"": ""facebook.com""}"
85,renata.mendes@exemplo.com,58a3b174-82e3-4012-b7cc-b9fedf25ad3c,purchase,2023-01-13 02:34:20,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/product/P001"", ""duration"": 157, ""referrer"": ""direct""}"
86,fernanda.fernandes@exemplo.com,ec31f079-82db-4dfd-b089-b0fb9b278751,purchase,2023-05-23 03:59:31,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/home"", ""duration"": 431, ""referrer"": ""instagram.com""}"
87,quintino.souza@exemplo.com,b9a02405-7574-4233-a10d-324bee9911dc,signup,2023-08-15 01:34:21,/profile,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/product/P001"", ""duration"": 381, ""referrer"": ""direct""}"
88,otavio.cardoso@exemplo.com,6448094e-5117-4c8d-9756-cc625ec6a306,purchase,2023-10-08 22:07:06,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/search"", ""duration"": 483, ""referrer"": ""google.com""}"
89,eduardo.cardoso@exemplo.com,0fe335c1-2c65-406d-9579-2c630d367db6,click,2023-10-10 11:48:34,/search,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/profile"", ""duration"": 144, ""referrer"": ""instagram.com""}"
90,mariana.rocha@exemplo.com,f5bef9ce-8dbd-426b-b1d5-44aae1885490,logout,2023-11-21 02:12:26,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/checkout"", ""duration"": 144, ""referrer"": ""facebook.com""}"
91,ana.silva@exemplo.com,102dcbd3-95e1-4363-9b03-5f672cba176d,logout,2023-03-02 14:14:11,/profile,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/product/P001"", ""duration"": 128, ""referrer"": ""google.com""}"
92,juliana.oliveira@exemplo.com,73f1927f-e4d9-423a-b40b-7b48d660bd8c,signup,2023-06-18 19:40:32,/product/P001,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/help"", ""duration"": 181, ""referrer"": ""facebook.com""}"
93,tatiana.moreira@exemplo.com,ba05fabc-fa89-46bb-8b5e-e84478633867,purchase,2023-06-17 16:49:01,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/home"", ""duration"": 486, ""referrer"": ""facebook.com""}"
94,victor.costa@exemplo.com,269b7056-a26e-4177-b551-425f07f9722f,view,2024-01-08 01:09:07,/search,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/home"", ""duration"": 525, ""referrer"": ""facebook.com""}"
95,fernanda.costa@exemplo.com,3887bac2-8f21-4fdb-a56d-202802b8a24a,logout,2023-03-20 16:10:14,/profile,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/home"", ""duration"": 314, ""referrer"": ""facebook.com""}"
96,carla.silva@exemplo.com,0fb2f665-92cd-46c0-a29c-cd3c93f31122,click,2023-12-04 01:23:01,/product/P001,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/home"", ""duration"": 544, ""referrer"": ""facebook.com""}"
97,carla.silva@exemplo.com,bb0ab594-16bc-4ce9-908a-3d6a3bff80eb,click,2023-02-06 01:24:29,/help,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/search"", ""duration"": 290, ""referrer"": ""google.com""}"
98,tatiana.dias@exemplo.com,cceb38c1-28d2-4e1d-9fce-f982715dc996,purchase,2024-01-18 05:30:56,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/home"", ""duration"": 77, ""referrer"": ""instagram.com""}"
99,fernanda.cardoso@exemplo.com,fc02f3ad-4ab3-481e-a091-096a5a33b2a8,purchase,2024-02-28 04:55:59,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/home"", ""duration"": 60, ""referrer"": ""google.com""}"
100,mariana.lima@exemplo.com,5d57c374-d273-4d20-98c5-15eda9f9f321,click,2024-03-04 06:47:37,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),"{""page"": ""/home"", ""duration"": 480, ""referrer"": ""instagram.com""}"
101,natalia.dias@exemplo.com,f6114728-2010-461c-a7a8-1828f7960d1a,signup,2023-11-03 20:13:14,/search,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/profile"", ""duration"": 357, ""referrer"": ""direct""}"
102,juliana.souza@exemplo.com,65d9acfd-1243-4bea-9567-cbe6a94dbe82,view,2023-12-04 10:42:02,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),"{""page"": ""/help"", ""duration"": 321, ""referrer"": ""instagram.com""}"
103,igor.mendes@exemplo.com,de0375d0-b32a-4052-b450-085174a647a4,view,2023-08-14 07:55:20,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),"{""page"": ""/checkout"", ""duration"": 420, ""referrer"": ""direct""}"
104,carla.almeida@exemplo.com,39ce061a-3391-4205-8d6d-0585664af018,signup,2023-09-30 06:00:18,/search,Mozilla/5.0 (Linux; Android 10; SM-G973F),"{""page"": ""/product/P001"", ""duration"": 250, ""referrer"": ""instagram.com""}"
