order_id,customer_id,product_code_orders,order_date,amount,currency,order_status,shipping_address,payment_method,full_name,email,registration_date,birth_date,state,phone_number,customer_segment,event_id,session_id,event_type,event_timestamp,page_url,user_agent,metadata_page,metadata_duration,metadata_referrer,product_code_events
1023,72,P020,2025-03-19,"3,759.30",EUR,delivered,Rua 92 -  Bairro Cardoso -  Cidade X,boleto,Mariana Souza,mariana.souza@exemplo.com,2021-07-11,1959-07-09,SP,(76) 4096-6710,A,23,70048bda-6d37-4fc4-a82e-5b380ee45c07,signup,2024-04-17 02:16:42,/search,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/help,237,direct,
1024,4,P002,2024-10-27,"2,610.74",EUR,delivered,Rua 159 -  Bairro Souza -  Cidade X,paypal,Gustavo Oliveira,gustavo.oliveira@exemplo.com,2020-06-22,2001-06-10,MG,(27) 7593-4372,B,24,46da70f6-a061-4e31-9a0f-3554e9e7d2af,logout,2023-08-01 23:16:26,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/profile,245,google.com,
1025,4,P001,2023-04-06,"1.185,47",BRL,shipped,Rua 67 -  Bairro Costa -  Cidade X,credit_card,Gustavo Oliveira,gustavo.oliveira@exemplo.com,2020-06-22,2001-06-10,MG,(27) 7593-4372,B,25,0794576b-0554-4473-b23e-a2a05863b184,purchase,2023-09-11 09:21:39,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/home,388,google.com,
1026,77,P021,2024-09-05,"2.994,88",BRL,cancelled,Rua 138 -  Bairro Cardoso -  Cidade X,pix,Patricia Araujo,patricia.araujo@exemplo.com,2022-10-07,1979-05-05,MG,(74) 9989-9117,B,26,cae59511-5d60-4ed1-8a67-0bec88bb7c3d,click,2023-11-21 13:08:57,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),/product/P001,225,instagram.com,
1027,41,P003,2024-05-23,"3.837,37",BRL,cancelled,Rua 91 -  Bairro Mendes -  Cidade X,pix,Eduardo Costa,eduardo.costa@exemplo.com,2020-08-21,1959-10-01,RS,(92) 7439-5423,D,27,3f2a2a32-c88b-47c6-8f9f-3f8ee3a9007f,purchase,2023-04-03 02:57:33,/help,Mozilla/5.0 (Linux; Android 10; SM-G973F),/checkout,507,instagram.com,
1028,84,P020,2024-07-23,"4.901,10",BRL,cancelled,Rua 170 -  Bairro Souza -  Cidade X,paypal,Juliana Ribeiro,juliana.ribeiro@exemplo.com,2023-05-05,1966-11-15,BA,(86) 4399-6363,A,28,cf4fe1c1-f85f-4a45-b122-c1249dc40caf,click,2023-11-25 00:50:24,/product/P001,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/search,226,direct,P001
1029,70,P030,2023-07-05,"3,813.10",EUR,delivered,Rua 160 -  Bairro Souza -  Cidade X,boleto,Samuel Pereira,,2023-02-16,1968-04-17,RJ,(60) 1949-9720,C,29,64ae42f7-8b1a-488e-b32b-e9658f8bd6aa,logout,2023-11-27 12:06:02,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/search,337,direct,
1030,41,P020,2023-06-12,"3.448,21",BRL,delivered,Rua 58 -  Bairro Freitas -  Cidade X,paypal,Eduardo Costa,eduardo.costa@exemplo.com,2020-08-21,1959-10-01,RS,(92) 7439-5423,D,30,bef4ba6d-f526-444c-8998-cc35e1bace98,purchase,2024-04-02 18:45:20,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/profile,135,google.com,
1031,55,P010,2025-02-25,"1,882.34",USD,pending,Rua 102 -  Bairro Pereira -  Cidade X,pix,Eduardo Cardoso,eduardo.cardoso@exemplo.com,2023-05-24,1955-01-07,RJ,(64) 3912-2951,B,31,f2d69e86-8f9e-46bd-9805-cd40fe16c4b1,click,2023-04-08 07:34:24,/checkout,Mozilla/5.0 (Linux; Android 10; SM-G973F),/product/P001,545,google.com,
1032,86,P010,2025-07-02,"1.407,63",BRL,cancelled,Rua 163 -  Bairro Costa -  Cidade X,pix,Mariana Moreira,mariana.moreira@exemplo.com,2023-05-16,1963-02-25,MG,(76) 2029-1267,A,32,f20003fe-c709-4795-939d-1a10fcbc86a2,signup,2023-12-23 16:23:41,/checkout,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/product/P001,230,facebook.com,
1033,82,P021,2025-01-04,"1,298.54",USD,cancelled,Rua 98 -  Bairro Lima -  Cidade X,pix,Eduardo Martins,eduardo.martins@exemplo.com,2019-02-06,1998-10-07,RJ,(62) 9889-9062,D,33,107ac9e6-3061-4290-8bfd-318e091a1625,signup,2024-02-01 06:22:36,/search,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/checkout,333,instagram.com,
1034,48,P010,2023-08-26,"4,483.64",EUR,delivered,Rua 40 -  Bairro Rocha -  Cidade X,credit_card,Gustavo Almeida,gustavo.almeida@exemplo.com,2020-07-03,1967-11-24,BA,(67) 1680-6673,A,34,eaf624bb-56c1-4b42-bfbc-d5e9a52ff8ae,purchase,2023-09-01 18:41:53,/search,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/help,246,facebook.com,
1035,35,P011,2023-12-31,"1,895.94",EUR,cancelled,Rua 199 -  Bairro Barbosa -  Cidade X,paypal,Diego Oliveira,diego.oliveira@exemplo.com,2022-02-23,1985-10-21,MG,(39) 6988-6983,D,35,b1a03fe0-3e10-4104-be40-cae3351b3740,signup,2023-12-28 05:08:05,/home,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/help,432,direct,
1036,88,P010,2023-06-04,"4,298.95",EUR,shipped,Rua 94 -  Bairro Barbosa -  Cidade X,boleto,Juliana Souza,juliana.souza@exemplo.com,2023-05-23,1981-11-24,BA,(27) 6983-3811,B,36,fe99fbb9-38ac-4adb-b758-97454626cdc3,purchase,2023-02-22 06:27:01,/home,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/product/P001,586,google.com,
1037,51,P003,2024-01-21,"2.095,85",BRL,delivered,Rua 41 -  Bairro Oliveira -  Cidade X,pix,Carla Lima,carla.lima@exemplo.com,2019-11-26,2000-04-13,SP,(12) 4210-6767,A,37,1b88439c-a2fc-433a-9cd5-f0ac01e4c53d,purchase,2023-06-22 21:52:56,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/profile,82,google.com,
1038,29,P020,2023-01-22,"4,087.58",EUR,pending,Rua 31 -  Bairro Ribeiro -  Cidade X,boleto,Patricia Rocha,patricia.rocha@exemplo.com,2022-05-10,1973-06-03,RS,(10) 6594-1769,D,38,298d4d83-30a7-41c3-95d3-ad0fa7e0d505,view,2023-01-13 19:19:42,/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/product/P001,459,instagram.com,
1039,77,P003,2023-10-11,"2.299,98",BRL,cancelled,Rua 170 -  Bairro Moreira -  Cidade X,paypal,Patricia Araujo,patricia.araujo@exemplo.com,2022-10-07,1979-05-05,MG,(74) 9989-9117,B,39,14b1aade-8162-4156-9287-71fe10dd882f,signup,2023-03-25 05:11:08,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/search,513,facebook.com,
1040,27,P003,2023-07-12,"4.743,02",BRL,shipped,Rua 111 -  Bairro Dias -  Cidade X,boleto,Renata Mendes,renata.mendes@exemplo.com,2020-12-11,2000-11-19,SP,(92) 6351-1777,B,40,9280e3f6-d099-4580-8dff-698da0e95f08,signup,2023-10-21 23:36:11,/checkout,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/profile,397,facebook.com,
1041,55,P003,2023-01-03,"234,23",BRL,cancelled,Rua 95 -  Bairro Souza -  Cidade X,paypal,Eduardo Cardoso,eduardo.cardoso@exemplo.com,2023-05-24,1955-01-07,RJ,(64) 3912-2951,B,41,47576aae-6207-4efe-a8a5-2462aa0c8f00,click,2023-10-09 07:49:44,/profile,Mozilla/5.0 (Linux; Android 10; SM-G973F),/home,70,instagram.com,
1042,48,P020,2024-01-13,"1.424,06",BRL,shipped,Rua 148 -  Bairro Silva -  Cidade X,boleto,Gustavo Almeida,gustavo.almeida@exemplo.com,2020-07-03,1967-11-24,BA,(67) 1680-6673,A,42,d84bd670-3e66-47d6-abe2-3110b5086f06,purchase,2023-01-15 11:45:06,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/product/P001,370,google.com,
1043,84,P010,2024-02-28,247.33,USD,shipped,Rua 114 -  Bairro Ribeiro -  Cidade X,boleto,Juliana Ribeiro,juliana.ribeiro@exemplo.com,2023-05-05,1966-11-15,BA,(86) 4399-6363,A,43,c0c47edc-294f-4029-b899-6041a5ebc28b,purchase,2023-05-19 11:53:44,/checkout,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/search,533,google.com,
1044,76,P002,2024-05-29,"4,099.81",EUR,shipped,Rua 80 -  Bairro Lima -  Cidade X,paypal,Fernanda Ribeiro,fernanda.ribeiro@exemplo.com,2021-04-18,1972-03-09,BA,(80) 3899-6801,D,44,5c9c6cb8-ebc5-44c3-bfef-8ed58e9efb40,purchase,2023-04-08 20:36:12,/home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/home,154,direct,
1045,86,P010,2024-12-04,"3,511.33",EUR,shipped,Rua 195 -  Bairro Mendes -  Cidade X,paypal,Mariana Moreira,mariana.moreira@exemplo.com,2023-05-16,1963-02-25,MG,(76) 2029-1267,A,45,46b5b4b7-ac69-453a-8d24-ec9cab4868af,click,2023-04-01 16:54:43,/profile,Mozilla/5.0 (Linux; Android 10; SM-G973F),/checkout,425,facebook.com,
1046,34,P002,2023-09-24,"196,55",BRL,shipped,Rua 44 -  Bairro Mendes -  Cidade X,boleto,Fernanda Freitas,fernanda.freitas@exemplo.com,2020-08-17,1979-03-14,MG,(87) 5140-9027,A,46,c0928c1a-a96a-4501-b96f-2aaf4616ae23,view,2024-03-14 03:33:40,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/product/P001,162,facebook.com,
1047,88,P021,2024-05-17,756.75,USD,cancelled,Rua 135 -  Bairro Costa -  Cidade X,boleto,Juliana Souza,juliana.souza@exemplo.com,2023-05-23,1981-11-24,BA,(27) 6983-3811,B,47,2f23c354-6605-42e3-8290-fa1464af74bf,purchase,2023-12-26 21:29:13,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/help,160,google.com,
1048,89,P021,2024-12-15,"3,752.52",EUR,delivered,Rua 179 -  Bairro Freitas -  Cidade X,boleto,Renata Freitas,renata.freitas@exemplo.com,2019-10-31,1989-08-13,RS,(93) 2812-9779,D,48,ad6b75dd-794b-46f5-9fb4-4615e190855b,click,2023-09-17 16:59:22,/product/P001,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/search,131,facebook.com,P001
1049,85,P003,2024-12-23,"3,017.18",EUR,shipped,Rua 108 -  Bairro Moreira -  Cidade X,pix,Samuel Lima,samuel.lima@exemplo.com,2023-09-11,2001-07-01,RS,(70) 4634-6072,D,49,f2fc7eff-e719-4401-b75c-df261709c98e,click,2023-05-17 03:23:06,/checkout,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/home,236,google.com,
1050,69,P020,2024-07-01,"1,479.45",EUR,shipped,Rua 37 -  Bairro Fernandes -  Cidade X,boleto,Victor Costa,victor.costa@exemplo.com,2022-03-20,1996-04-21,MG,(66) 6689-7006,A,50,b062be96-b392-4da8-b224-62c19cb35c98,click,2024-02-27 08:37:32,/search,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/checkout,590,direct,
1051,55,P003,2023-02-25,"2.414,01",BRL,delivered,Rua 180 -  Bairro Araújo -  Cidade X,credit_card,Eduardo Cardoso,eduardo.cardoso@exemplo.com,2023-05-24,1955-01-07,RJ,(64) 3912-2951,B,51,bf64d716-190a-4137-a9b4-363fe80b8def,purchase,2023-08-23 12:24:53,/checkout,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/home,459,google.com,
1052,10,P002,2025-01-31,"4,249.35",USD,pending,Rua 35 -  Bairro Pereira -  Cidade X,paypal,Igor Gomes,igor.gomes@exemplo.com,2020-04-14,1971-09-22,RS,(17) 6773-6684,D,52,f306c3f9-c496-4a3b-a366-d2a074d7bfb9,click,2023-07-19 02:57:45,/profile,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/checkout,320,direct,
1053,91,P003,2024-08-11,"1,690.49",USD,shipped,Rua 163 -  Bairro Araújo -  Cidade X,pix,Otavio Barbosa,otavio.barbosa@exemplo.com,2019-01-02,1955-09-19,RS,(19) 9784-3142,A,53,b5ab89f9-b256-48a8-a0b4-0b901ecf3bff,purchase,2024-04-10 06:44:36,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/checkout,311,google.com,P001
1054,58,P021,2023-01-14,"1,610.26",EUR,cancelled,Rua 172 -  Bairro Fernandes -  Cidade X,credit_card,Mariana Lima,,2019-03-26,1972-10-09,RJ,(19) 3092-9481,C,54,f38ea978-85cc-45dd-b184-29e411a71021,click,2023-05-05 17:57:47,/profile,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/home,364,instagram.com,
1055,15,P001,2024-12-08,"3,629.33",EUR,shipped,Rua 95 -  Bairro Almeida -  Cidade X,paypal,Renata Rocha,renata.rocha@exemplo.com,2020-07-18,1987-05-19,BA,(33) 5630-8996,C,55,1ceb23d5-878b-42fb-aede-5f09abc5593c,purchase,2023-07-31 23:58:03,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/checkout,287,direct,
1056,78,P003,2024-07-23,"2,753.53",EUR,shipped,Rua 160 -  Bairro Fernandes -  Cidade X,paypal,Otavio Silva,otavio.silva@exemplo.com,2020-02-13,2000-12-18,RJ,(77) 8048-2844,C,56,220e1e53-9a1e-414c-9636-28c5aac25c09,logout,2023-05-22 01:45:21,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),/profile,398,instagram.com,
1057,69,P001,2025-02-23,"3,449.38",USD,cancelled,Rua 139 -  Bairro Freitas -  Cidade X,pix,Victor Costa,victor.costa@exemplo.com,2022-03-20,1996-04-21,MG,(66) 6689-7006,A,57,b81651c5-1dd7-458d-851c-923670e48d99,signup,2023-08-23 00:58:31,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/profile,458,facebook.com,
1058,26,P003,2023-06-18,"1,481.37",EUR,cancelled,Rua 154 -  Bairro Cardoso -  Cidade X,paypal,Renata Dias,renata.dias@exemplo.com,2020-01-17,1956-08-06,SP,(49) 8081-4737,A,58,b0aad459-eb32-421a-8ea6-944a2106688c,click,2023-03-15 04:43:48,/search,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/help,208,direct,
1059,73,P003,2024-08-28,"1.004,83",BRL,delivered,Rua 82 -  Bairro Souza -  Cidade X,paypal,Carla Oliveira,carla.oliveira@exemplo.com,2021-01-05,1952-09-27,SP,(17) 1431-6712,B,59,6ee4b056-ed7b-4a73-a9d5-9e9b49eae8d8,signup,2024-02-18 19:41:34,/profile,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/home,206,instagram.com,
1060,37,P030,2023-09-30,"3.441,81",BRL,shipped,Rua 172 -  Bairro Pereira -  Cidade X,credit_card,Quintino Freitas,quintino.freitas@exemplo.com,2022-10-13,1960-05-08,RJ,(51) 1331-4008,A,60,548ea603-17c2-45d9-8312-fa6498aef3e8,logout,2023-08-03 23:57:56,/search,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/search,245,google.com,
1061,46,P001,2024-06-01,"940,99",BRL,cancelled,Rua 152 -  Bairro Moreira -  Cidade X,boleto,Tatiana Moreira,tatiana.moreira@exemplo.com,2020-08-19,2000-06-15,SP,(60) 6329-6231,D,61,b6ebddd7-c2e9-488d-bc13-b1412ddbaa38,logout,2024-02-13 05:46:28,/checkout,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/checkout,296,google.com,
1062,71,P021,2024-07-07,"3.002,41",BRL,shipped,Rua 149 -  Bairro Lima -  Cidade X,credit_card,Juliana Gomes,juliana.gomes@exemplo.com,2021-11-01,1959-12-24,RS,(41) 5596-2065,A,62,603a4256-adf3-45cb-be9c-b68981d89b0c,click,2023-08-15 22:43:52,/search,Mozilla/5.0 (Linux; Android 10; SM-G973F),/profile,249,facebook.com,
1063,75,P010,2024-03-31,"870,96",BRL,shipped,Rua 28 -  Bairro Almeida -  Cidade X,pix,Eduardo Araujo,eduardo.araujo@exemplo.com,2020-04-06,1996-12-13,RJ,(24) 4957-7570,A,63,62be0b2a-373a-4f93-a2b9-dd3bba36697d,view,2023-05-08 10:48:21,/help,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/search,431,facebook.com,
1064,77,P020,2023-06-21,"392,50",BRL,shipped,Rua 189 -  Bairro Silva -  Cidade X,paypal,Patricia Araujo,patricia.araujo@exemplo.com,2022-10-07,1979-05-05,MG,(74) 9989-9117,B,64,64836fcf-39cc-4f30-91a1-808cbd4505e3,signup,2024-02-22 16:38:10,/home,Mozilla/5.0 (Linux; Android 10; SM-G973F),/search,123,facebook.com,
1065,90,P030,2024-06-28,"4.700,63",BRL,delivered,Rua 9 -  Bairro Gomes -  Cidade X,boleto,Ana Silva,ana.silva@exemplo.com,2023-01-05,1971-06-04,RS,(97) 1250-2899,A,65,9d779503-72b8-4804-a7c6-d603d93d2901,purchase,2023-09-10 18:49:08,/product/P001,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/home,158,direct,P001
1066,42,P021,2023-06-03,"1,229.89",USD,pending,Rua 179 -  Bairro Gomes -  Cidade X,credit_card,Bruno Lima,bruno.lima@exemplo.com,2019-03-11,1980-10-12,SP,(38) 3050-4035,C,66,0060d084-39fd-4078-8412-54499f757b4c,purchase,2024-03-16 07:42:01,/help,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),/search,156,direct,
1067,91,P011,2024-02-05,237.09,USD,pending,Rua 138 -  Bairro Mendes -  Cidade X,paypal,Otavio Barbosa,otavio.barbosa@exemplo.com,2019-01-02,1955-09-19,RS,(19) 9784-3142,A,67,9d60860f-7761-410f-a876-684dd9c38806,click,2023-12-13 18:44:18,/profile,Mozilla/5.0 (Windows NT 10.0; Win64; x64),/checkout,375,direct,
1068,29,P002,2024-01-05,"753,14",BRL,shipped,Rua 67 -  Bairro Pereira -  Cidade X,paypal,Patricia Rocha,patricia.rocha@exemplo.com,2022-05-10,1973-06-03,RS,(10) 6594-1769,D,68,b451a2dd-f690-47ff-a636-f0a604ec6ec0,view,2023-05-26 06:18:48,/product/P001,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X),/home,98,google.com,P001
